DES_SUBGER,DES_REGION,COD_SUC,MAYORISTA,PRODUCTO,CODACTIVOR3,BARRA,DESCGRUPO,SUBGRUPOPROD,DESCMARCAACT,CAPACIDAD,SERIE,SERIEANT,IZQ,FECHAALTA,ANIOALTA,DESCMARCA,DESCSITUACION,CLIENTEESTADO
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010666,0010060830,Frios,Visifroster,Fogel,12,060912242,280 CF PVPV1,280,31/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013999,0010076270,Frios,Visifroster,Fogel,12,080710879,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400022109,0010087703,Frios,Visifroster,Fogel,12,091111749,F10-280-CF-PVP-V1,F10,21/12/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013993,0010076260,Frios,Visifroster,Fogel,12,080710872,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012428,0010065684,Frios,Visifroster,Fogel,12,070215119,280 CF PVPV1,280,7/04/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400108241,0010096948,Frios,Visifroster,Fogel,12,110923589,F12-F-X-17-PVP-V1,F12,17/10/2011,2011,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013258,0010070981,Frios,Visifroster,Fogel,12,071111913,F8280CFPVPV1,F82,24/12/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012176,0010063763,Frios,Visifroster,Fogel,12,070212764,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170722,0010104128,Frios,Visifroster,Fogel,12,120820574,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012646,0010066379,Frios,Visifroster,Fogel,12,070216260,280 CF PVPV1,280,7/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400015818,0010086169,Frios,Visifroster,Fogel,12,090912889,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010668,0010060164,Frios,Visifroster,Fogel,12,060911949,280 CF PVPV1,280,25/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010997,0010058886,Frios,Visifroster,Fogel,12,060910938,280 CF PVPV1,280,9/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012171,0010063757,Frios,Visifroster,Fogel,12,070212765,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400033606,0010070602,Frios,Visifroster,Fogel,12,071111501,F8280CFPVPV1,F82,21/12/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013012,0010069014,Frios,Visifroster,Fogel,12,071010280,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012961,0010068934,Frios,Visifroster,Fogel,12,071010467,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170726,0010104152,Frios,Visifroster,Fogel,12,120820598,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012106,0010063634,Frios,Visifroster,Fogel,12,070212993,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014006,0010076303,Frios,Visifroster,Fogel,12,080710880,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400117243,0010075538,Frios,Visifroster,Fogel,12,080611051,F9-280-CF-PVP-V1,F9-,19/08/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400067087,0010058023,Frios,Visifroster,Fogel,12,060910537,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012101,0010063628,Frios,Visifroster,Fogel,12,070212996,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014948,0010082099,Frios,Visifroster,Fogel,12,081111781,F9-280-CF-PVP-V1,F9-,9/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012882,0010070191,Frios,Visifroster,Fogel,12,071111182,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013196,0010070166,Frios,Visifroster,Fogel,12,071111248,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012169,0010063754,Frios,Visifroster,Fogel,12,070212796,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012144,0010063715,Frios,Visifroster,Fogel,12,070212915,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010661,0010060154,Frios,Visifroster,Fogel,12,060911940,280 CF PVPV1,280,25/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010924,0010058931,Frios,Visifroster,Fogel,12,060910910,280 CF PVPV1,280,9/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170616,0010104430,Frios,Visifroster,Fogel,12,120820876,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014010,0010076428,Frios,Visifroster,Fogel,12,080613584,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400039956,0010070177,Frios,Visifroster,Fogel,12,071111212,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012149,0010063727,Frios,Visifroster,Fogel,12,070212793,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400047554,0010058877,Frios,Visifroster,Fogel,12,060911130,280 CF PVPV1,280,9/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170704,0010104123,Frios,Visifroster,Fogel,12,120820569,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014070,0010076820,Frios,Visifroster,Fogel,12,080811222,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169988,0010104501,Frios,Visifroster,Fogel,12,120820947,F13-F-280-CF-PVP-LED,F13,19/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169980,0010104497,Frios,Visifroster,Fogel,12,120820943,F13-F-280-CF-PVP-LED,F13,19/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013016,0010069019,Frios,Visifroster,Fogel,12,071010271,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013242,0010070752,Frios,Visifroster,Fogel,12,071111479,F8280CFPVPV1,F82,24/12/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013007,0010069009,Frios,Visifroster,Fogel,12,071010182,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170620,0010104560,Frios,Visifroster,Fogel,12,120821006,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014905,0010082060,Frios,Visifroster,Fogel,12,081111742,F9-280-CF-PVP-V1,F9-,6/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012136,0010063693,Frios,Visifroster,Fogel,12,070212948,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012089,0010063612,Frios,Visifroster,Fogel,12,070212748,280 CF PVPV1,280,7/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400108230,0010096937,Frios,Visifroster,Fogel,12,110923598,F12-F-X-17-PVP-V1,F12,17/10/2011,2011,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010093,0010058173,Frios,Visifroster,Fogel,12,060910436,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170728,0010104153,Frios,Visifroster,Fogel,12,120820599,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014146,0010077256,Frios,Visifroster,Fogel,12,080811288,F9-280-CF-PVP-V1,F9-,20/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013020,0010069023,Frios,Visifroster,Fogel,12,071010190,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012960,0010068933,Frios,Visifroster,Fogel,12,071010429,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012959,0010068932,Frios,Visifroster,Fogel,12,071010614,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010096,0010058145,Frios,Visifroster,Fogel,12,060910038,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010091,0010058171,Frios,Visifroster,Fogel,12,060910057,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170662,0010104020,Frios,Visifroster,Fogel,12,120820466,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013009,0010069011,Frios,Visifroster,Fogel,12,071010196,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012957,0010068930,Frios,Visifroster,Fogel,12,071010608,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012157,0010063737,Frios,Visifroster,Fogel,12,070212782,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400040547,0010065035,Frios,Visifroster,Fogel,12,070216076,280 CF PVPV1,280,11/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012166,0010063751,Frios,Visifroster,Fogel,12,070212804,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012143,0010063714,Frios,Visifroster,Fogel,12,070212922,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400046682,0010058792,Frios,Visifroster,Fogel,12,060910941,280 CF PVPV1,280,15/02/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400015805,0010085978,Frios,Visifroster,Fogel,12,090912902,F10-280 CF-PVP-V1,F10,3/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400092095,0010076804,Frios,Visifroster,Fogel,12,080811248,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400108269,0010097036,Frios,Visifroster,Fogel,12,110923450,F12-F-X-17-PVP-V1,F12,17/10/2011,2011,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014932,0010082082,Frios,Visifroster,Fogel,12,081111746,F9-280-CF-PVP-V1,F9-,9/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010092,0010058172,Frios,Visifroster,Fogel,12,060910443,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169600,0010104443,Frios,Visifroster,Fogel,12,120820889,F13-F-280-CF-PVP-LED,F13,16/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400015809,0010086198,Frios,Visifroster,Fogel,12,090912887,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400015817,0010086157,Frios,Visifroster,Fogel,12,090912886,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014953,0010082104,Frios,Visifroster,Fogel,12,081111791,F9-280-CF-PVP-V1,F9-,9/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014952,0010082103,Frios,Visifroster,Fogel,12,081111786,F9-280-CF-PVP-V1,F9-,9/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014057,0010076809,Frios,Visifroster,Fogel,12,080811210,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013191,0010070157,Frios,Visifroster,Fogel,12,071111240,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012140,0010063705,Frios,Visifroster,Fogel,12,070212949,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012139,0010063704,Frios,Visifroster,Fogel,12,070212944,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012431,0010065702,Frios,Visifroster,Fogel,12,070215290,280 CF PVPV1,280,7/04/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012175,0010063762,Frios,Visifroster,Fogel,12,070212803,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010933,0010060758,Frios,Visifroster,Fogel,12,060912090,280 CF PVPV1,280,31/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012642,0010066370,Frios,Visifroster,Fogel,12,070216150,280 CF PVPV1,280,7/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400015819,0010086181,Frios,Visifroster,Fogel,12,090912974,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012123,0010063654,Frios,Visifroster,Fogel,12,070212986,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400022361,0010087913,Frios,Visifroster,Fogel,12,091111727,F10-280-CF-PVP-V1,F10,24/12/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169751,0010104233,Frios,Visifroster,Fogel,12,120820679,F13-F-280-CF-PVP-LED,F13,16/11/2012,2012,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013223,0010070487,Frios,Visifroster,Fogel,12,071111287,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012142,0010063711,Frios,Visifroster,Fogel,12,070212945,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169592,0010104562,Frios,Visifroster,Fogel,12,120821008,F13-F-280-CF-PVP-LED,F13,16/11/2012,2012,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013259,0010070984,Frios,Visifroster,Fogel,12,071111900,F8280CFPVPV1,F82,24/12/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400066883,0010070684,Frios,Visifroster,Fogel,12,071111314,F8280CFPVPV1,F82,24/12/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013013,0010068781,Frios,Visifroster,Fogel,12,071010199,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012995,0010068758,Frios,Visifroster,Fogel,12,071010235,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012170,0010063755,Frios,Visifroster,Fogel,12,070212785,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013992,0010076234,Frios,Visifroster,Fogel,12,080710734,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012647,0010066380,Frios,Visifroster,Fogel,12,070216295,280 CF PVPV1,280,7/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012167,0010063752,Frios,Visifroster,Fogel,12,070212801,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010929,0010059005,Frios,Visifroster,Fogel,12,060910345,280 CF PVPV1,280,9/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014074,0010077288,Frios,Visifroster,Fogel,12,080811428,F9-280-CF-PVP-V1,F9-,20/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014012,0010076433,Frios,Visifroster,Fogel,12,080613568,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012174,0010063760,Frios,Visifroster,Fogel,12,070212809,280 CF PVPV1,280,12/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400010080,0010058142,Frios,Visifroster,Fogel,12,060910324,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169748,0010104267,Frios,Visifroster,Fogel,12,120820713,F13-F-280-CF-PVP-LED,F13,16/11/2012,2012,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400012088,0010063611,Frios,Visifroster,Fogel,12,070212744,280 CF PVPV1,280,7/03/2007,2007,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400169785,0010104347,Frios,Visifroster,Fogel,12,120820793,F13-F-280-CF-PVP-LED,F13,16/11/2012,2012,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400170695,0010104001,Frios,Visifroster,Fogel,12,120820447,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013997,0010076268,Frios,Visifroster,Fogel,12,080710875,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400014904,0010082059,Frios,Visifroster,Fogel,12,081111740,F9-280-CF-PVP-V1,F9-,6/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CHA,0017563 San Ignacio Chincha - Chincha,006494 VisiFroster 19p 1 Pta,000000000400013198,0010070173,Frios,Visifroster,Fogel,12,071111184,F8280CFPVPV1,F82,21/12/2007,2007,Cusqueña,Prestado,Activo
